name,matric_no,department,course,year,prev_gpa,prev_cgpa,attendance,test_score,assignment,exam_score,total_200,gp_200,new_cgpa,current_class,predicted_grad_class
Lara Ejike,250501501,ICT,GST 211,200 Level,2.91,2.91,2,6,3,21,32,0.0,1.46,Pass,Fail
Lara Eze,250501849,ICT,MTH 223,200 Level,3.18,3.18,2,13,8,9,32,0.0,1.59,Third Class,Fail
Lara Fashola,250501316,ICT,CHM 201,200 Level,2.34,2.34,7,16,3,42,68,4.0,3.17,Second Class Lower,Second Class Upper
Lara Fashola,250502605,ICT,MTH 223,200 Level,2.84,2.84,10,4,10,36,60,4.0,3.42,Second Class Lower,Second Class Upper
Lara Gana,250502618,CYBERSECURITY,GST 211,200 Level,3.01,3.01,9,16,4,23,52,3.0,3.0,Second Class Lower,Second Class Lower
Lara Garba,250501197,COMPUTER SCIENCE,CSC 201,200 Level,4.54,4.54,2,5,7,5,19,0.0,2.27,Third Class,Fail
Lara Hassan,250502476,ICT,CHM 201,200 Level,4.14,4.14,5,8,0,4,17,0.0,2.07,Third Class,Fail
Lara Hassan,250502546,ICT,GST 211,200 Level,4.13,4.13,2,0,7,45,54,3.0,3.56,Second Class Upper,Second Class Lower
Lara Hassan,250501278,COMPUTER SCIENCE,GST 211,200 Level,3.66,3.66,3,0,6,25,34,0.0,1.83,Third Class,Fail
Lara Hassan,250502762,COMPUTER SCIENCE,CHM 201,200 Level,0.94,0.94,9,16,1,37,63,4.0,2.47,Third Class,Second Class Lower
Lara Ikenna,250501925,ICT,PHY 201,200 Level,0.6,0.6,4,13,6,3,26,0.0,0.3,Fail,Fail
Lara Kalu,250502492,CYBERSECURITY,PHY 205,200 Level,1.52,1.52,1,18,8,27,54,3.0,2.26,Third Class,Second Class Lower
Lara Kalu,250502541,ICT,GST 209,200 Level,0.98,0.98,9,11,9,28,57,3.0,1.99,Third Class,Second Class Lower
Lara Kalu,250501620,ICT,CHM 201,200 Level,1.33,1.33,9,9,5,35,58,3.0,2.16,Third Class,Second Class Lower
Lara Kalu,250501525,COMPUTER SCIENCE,PHY 201,200 Level,2.61,2.61,1,12,4,18,35,0.0,1.3,Pass,Fail
Lara Kalu,250502785,CYBERSECURITY,GST 209,200 Level,4.53,4.53,0,4,10,51,65,4.0,4.27,Second Class Upper,Second Class Upper
Lara Kalu,250502134,COMPUTER SCIENCE,MTH 223,200 Level,3.57,3.57,10,2,1,29,42,1.0,2.28,Third Class,Third Class
Lara Lawal,250502858,CYBERSECURITY,CHM 201,200 Level,4.29,4.29,5,7,6,51,69,4.0,4.14,Second Class Upper,Second Class Upper
Lara Lawal,250502718,COMPUTER SCIENCE,PHY 201,200 Level,4.93,4.93,0,13,2,53,68,4.0,4.46,Second Class Upper,Second Class Upper
Lara Lawal,250502907,CYBERSECURITY,CHM 207,200 Level,2.16,2.16,3,2,4,48,57,3.0,2.58,Second Class Lower,Second Class Lower
Lara Lawal,250501953,CYBERSECURITY,CHM 201,200 Level,4.61,4.61,5,12,7,21,45,2.0,3.3,Second Class Lower,Second Class Lower
Lara Madu,250501823,ICT,PHY 201,200 Level,2.29,2.29,1,8,9,40,58,3.0,2.64,Second Class Lower,Second Class Lower
Lara Musa,250502367,CYBERSECURITY,CSC 201,200 Level,4.59,4.59,7,0,0,27,34,0.0,2.3,Third Class,Fail
Lara Nwachukwu,250502698,ICT,GST 209,200 Level,4.83,4.83,0,0,7,44,51,3.0,3.92,Second Class Upper,Second Class Lower
Lara Nwosu,250502754,ICT,CSC 201,200 Level,4.89,4.89,0,13,9,0,22,0.0,2.44,Third Class,Fail
Lara Nwosu,250502224,COMPUTER SCIENCE,PHY 201,200 Level,2.39,2.39,8,10,9,23,50,3.0,2.7,Second Class Lower,Second Class Lower
Lara Nwosu,250502126,CYBERSECURITY,PHY 205,200 Level,0.89,0.89,5,20,2,35,62,4.0,2.44,Third Class,Second Class Lower
Lara Nwosu,250502982,CYBERSECURITY,MTH 201,200 Level,2.56,2.56,9,11,3,2,25,0.0,1.28,Pass,Fail
Lara Obi,250502467,CYBERSECURITY,MTH 223,200 Level,2.33,2.33,10,2,0,47,59,3.0,2.66,Second Class Lower,Second Class Lower
Lara Obi,250502475,COMPUTER SCIENCE,CSC 201,200 Level,3.5,3.5,9,15,6,10,40,1.0,2.25,Third Class,Third Class
Lara Obi,250502673,COMPUTER SCIENCE,CHM 201,200 Level,4.13,4.13,7,6,6,23,42,1.0,2.56,Second Class Lower,Third Class
Lara Okonkwo,250501995,COMPUTER SCIENCE,PHY 201,200 Level,0.91,0.91,10,7,7,58,82,5.0,2.96,Second Class Lower,Second Class Upper
Lara Okoro,250501306,CYBERSECURITY,MTH 223,200 Level,2.82,2.82,2,2,7,56,67,4.0,3.41,Second Class Lower,Second Class Upper
Lara Peters,250501339,COMPUTER SCIENCE,CSC 201,200 Level,0.94,0.94,4,0,3,37,44,1.0,0.97,Fail,Fail
Lara Peters,250501498,CYBERSECURITY,GST 211,200 Level,4.88,4.88,1,13,3,51,68,4.0,4.44,Second Class Upper,Second Class Upper
Lara Raji,250502596,COMPUTER SCIENCE,CHM 201,200 Level,1.73,1.73,6,7,4,46,63,4.0,2.86,Second Class Lower,Second Class Upper
Lara Raji,250502174,CYBERSECURITY,CHM 207,200 Level,3.35,3.35,3,2,1,57,63,4.0,3.68,Second Class Upper,Second Class Upper
Lara Salisu,250502013,COMPUTER SCIENCE,CHM 201,200 Level,0.68,0.68,9,15,3,55,82,5.0,2.84,Second Class Lower,Second Class Upper
Lara Usman,250501382,ICT,MTH 201,200 Level,3.33,3.33,6,3,8,5,22,0.0,1.66,Third Class,Fail
Miriam Adeola,250502849,ICT,CSC 201,200 Level,3.41,3.41,9,4,10,44,67,4.0,3.7,Second Class Upper,Second Class Upper
Miriam Adeola,250501808,COMPUTER SCIENCE,CSC 201,200 Level,2.53,2.53,3,8,9,25,45,2.0,2.26,Third Class,Third Class
Miriam Adeola,250502054,ICT,PHY 201,200 Level,4.99,4.99,4,9,3,13,29,0.0,2.5,Second Class Lower,Pass
Miriam Adeyemi,250501443,CYBERSECURITY,MTH 201,200 Level,2.17,2.17,2,20,9,54,85,5.0,3.58,Second Class Upper,Second Class Upper
Miriam Adeyemi,250502878,CYBERSECURITY,GST 209,200 Level,1.84,1.84,7,17,10,43,77,5.0,3.42,Second Class Lower,Second Class Upper
Miriam Adeyemi,250502499,COMPUTER SCIENCE,GST 211,200 Level,4.39,4.39,9,16,10,45,80,5.0,4.7,First Class,First Class
Miriam Adeyemi,250502559,CYBERSECURITY,CHM 207,200 Level,4.55,4.55,10,2,3,8,23,0.0,2.28,Third Class,Fail
Miriam Afolabi,250501964,CYBERSECURITY,PHY 205,200 Level,1.8,1.8,0,19,3,32,54,3.0,2.4,Third Class,Second Class Lower
Miriam Babatunde,250502557,CYBERSECURITY,GST 209,200 Level,2.35,2.35,7,19,2,20,48,2.0,2.17,Third Class,Third Class
Miriam Babatunde,250501749,CYBERSECURITY,CHM 201,200 Level,3.31,3.31,3,2,4,43,52,3.0,3.16,Second Class Lower,Second Class Lower
Miriam Babatunde,250502929,ICT,CHM 201,200 Level,0.79,0.79,7,8,4,37,56,3.0,1.9,Third Class,Second Class Lower
Miriam Bello,250502530,ICT,GST 211,200 Level,1.9,1.9,8,7,4,26,45,2.0,1.95,Third Class,Third Class
Miriam Chukwu,250502232,CYBERSECURITY,CSC 201,200 Level,1.46,1.46,4,13,0,59,76,5.0,3.23,Second Class Lower,Second Class Upper
Miriam Chukwu,250501858,ICT,GST 211,200 Level,3.04,3.04,0,3,7,34,44,1.0,2.02,Third Class,Pass
Miriam Chukwu,250501276,COMPUTER SCIENCE,GST 211,200 Level,4.09,4.09,7,14,3,32,56,3.0,3.54,Second Class Upper,Second Class Lower
Miriam Chukwu,250502197,COMPUTER SCIENCE,MTH 201,200 Level,4.86,4.86,1,13,6,7,27,0.0,2.43,Third Class,Fail
Miriam Danladi,250501537,COMPUTER SCIENCE,MTH 201,200 Level,1.61,1.61,0,12,6,53,71,5.0,3.3,Second Class Lower,Second Class Upper
Miriam Danladi,250501738,ICT,MTH 223,200 Level,2.48,2.48,0,3,10,41,54,3.0,2.74,Second Class Lower,Second Class Lower
Miriam Danladi,250502407,CYBERSECURITY,MTH 223,200 Level,4.13,4.13,3,8,2,60,73,5.0,4.56,First Class,First Class
Miriam Dikko,250501270,ICT,CHM 207,200 Level,4.14,4.14,10,11,2,17,40,1.0,2.57,Second Class Lower,Third Class
Miriam Dikko,250502462,COMPUTER SCIENCE,PHY 205,200 Level,0.98,0.98,8,12,4,38,62,4.0,2.49,Third Class,Second Class Lower
Miriam Ejike,250501421,COMPUTER SCIENCE,CSC 201,200 Level,4.05,4.05,10,10,0,20,40,1.0,2.52,Second Class Lower,Third Class
Miriam Ejike,250502657,ICT,PHY 205,200 Level,1.87,1.87,2,16,4,41,63,4.0,2.94,Second Class Lower,Second Class Upper
Miriam Ejike,250502269,ICT,MTH 223,200 Level,1.81,1.81,2,2,8,29,41,1.0,1.4,Pass,Pass
Miriam Eze,250502617,CYBERSECURITY,GST 211,200 Level,3.48,3.48,1,5,5,4,15,0.0,1.74,Third Class,Fail
Miriam Eze,250502580,COMPUTER SCIENCE,CHM 207,200 Level,1.54,1.54,9,8,3,57,77,5.0,3.27,Second Class Lower,Second Class Upper
Miriam Fashola,250502415,CYBERSECURITY,CSC 201,200 Level,4.71,4.71,0,19,4,46,69,4.0,4.36,Second Class Upper,Second Class Upper
Miriam Fashola,250502234,ICT,PHY 201,200 Level,3.43,3.43,2,18,1,51,72,5.0,4.22,Second Class Upper,First Class
Miriam Fashola,250502903,COMPUTER SCIENCE,MTH 201,200 Level,0.66,0.66,5,16,7,28,56,3.0,1.83,Third Class,Second Class Lower
Miriam Gana,250501900,CYBERSECURITY,PHY 201,200 Level,1.44,1.44,6,2,3,31,42,1.0,1.22,Pass,Pass
Miriam Gana,250502840,CYBERSECURITY,PHY 201,200 Level,2.17,2.17,7,10,0,57,74,5.0,3.58,Second Class Upper,Second Class Upper
Miriam Gana,250502860,CYBERSECURITY,MTH 223,200 Level,3.99,3.99,0,20,9,60,89,5.0,4.5,First Class,First Class
Miriam Garba,250501125,CYBERSECURITY,MTH 201,200 Level,2.42,2.42,5,10,8,36,59,3.0,2.71,Second Class Lower,Second Class Lower
Miriam Garba,250502206,CYBERSECURITY,CHM 207,200 Level,3.57,3.57,2,16,9,3,30,0.0,1.78,Third Class,Fail
Miriam Hassan,250502813,COMPUTER SCIENCE,PHY 201,200 Level,0.59,0.59,8,3,6,46,63,4.0,2.3,Third Class,Second Class Lower
Miriam Hassan,250501456,ICT,MTH 223,200 Level,0.55,0.55,6,20,7,48,81,5.0,2.78,Second Class Lower,Second Class Upper
Miriam Kalu,250502025,ICT,MTH 201,200 Level,2.63,2.63,10,10,4,18,42,1.0,1.82,Third Class,Pass
Miriam Kalu,250501869,CYBERSECURITY,CSC 201,200 Level,4.76,4.76,8,3,9,33,53,3.0,3.88,Second Class Upper,Second Class Lower
Miriam Kalu,250501880,COMPUTER SCIENCE,CHM 207,200 Level,1.54,1.54,10,12,7,60,89,5.0,3.27,Second Class Lower,Second Class Upper
Miriam Lawal,250501780,CYBERSECURITY,CHM 201,200 Level,3.62,3.62,7,6,0,60,73,5.0,4.31,Second Class Upper,First Class
Miriam Lawal,250502700,COMPUTER SCIENCE,MTH 223,200 Level,4.85,4.85,2,16,9,52,79,5.0,4.92,First Class,First Class
Miriam Madu,250501558,ICT,CHM 201,200 Level,3.9,3.9,0,17,3,3,23,0.0,1.95,Third Class,Fail
Miriam Madu,250502167,ICT,PHY 201,200 Level,2.78,2.78,0,14,4,15,33,0.0,1.39,Pass,Fail
Miriam Musa,250501086,ICT,PHY 205,200 Level,3.78,3.78,1,16,5,48,70,5.0,4.39,Second Class Upper,First Class
Miriam Musa,250501475,ICT,MTH 223,200 Level,4.97,4.97,6,2,3,41,52,3.0,3.98,Second Class Upper,Second Class Lower
Miriam Musa,250502267,ICT,PHY 201,200 Level,2.66,2.66,4,10,3,38,55,3.0,2.83,Second Class Lower,Second Class Lower
Miriam Nwachukwu,250501049,COMPUTER SCIENCE,MTH 201,200 Level,1.33,1.33,8,10,9,48,75,5.0,3.16,Second Class Lower,Second Class Upper
Miriam Nwachukwu,250502011,CYBERSECURITY,CSC 201,200 Level,4.94,4.94,9,13,4,37,63,4.0,4.47,Second Class Upper,Second Class Upper
Miriam Nwosu,250502376,CYBERSECURITY,GST 209,200 Level,2.5,2.5,4,18,8,58,88,5.0,3.75,Second Class Upper,First Class
Miriam Nwosu,250501114,ICT,PHY 201,200 Level,3.35,3.35,9,9,10,8,36,0.0,1.68,Third Class,Fail
Miriam Obi,250502621,COMPUTER SCIENCE,CHM 201,200 Level,0.77,0.77,5,4,6,0,15,0.0,0.38,Fail,Fail
Miriam Obi,250502327,CYBERSECURITY,CHM 201,200 Level,4.05,4.05,6,17,0,2,25,0.0,2.02,Third Class,Fail
Miriam Okafor,250501478,COMPUTER SCIENCE,PHY 201,200 Level,4.86,4.86,9,14,10,46,79,5.0,4.93,First Class,First Class
Miriam Okafor,250501263,ICT,MTH 223,200 Level,2.83,2.83,6,20,9,18,53,3.0,2.92,Second Class Lower,Second Class Lower
Miriam Okafor,250501344,COMPUTER SCIENCE,CHM 207,200 Level,2.29,2.29,2,0,1,41,44,1.0,1.64,Third Class,Pass
Miriam Okafor,250501355,ICT,CHM 207,200 Level,3.39,3.39,7,11,5,49,72,5.0,4.2,Second Class Upper,First Class
Miriam Okafor,250501816,ICT,PHY 201,200 Level,3.16,3.16,3,10,3,1,17,0.0,1.58,Third Class,Fail
Miriam Okonkwo,250502172,COMPUTER SCIENCE,PHY 201,200 Level,3.34,3.34,1,9,4,0,14,0.0,1.67,Third Class,Fail
Miriam Okonkwo,250501752,COMPUTER SCIENCE,MTH 223,200 Level,3.32,3.32,7,20,6,45,78,5.0,4.16,Second Class Upper,First Class
Miriam Okonkwo,250502581,CYBERSECURITY,PHY 201,200 Level,2.26,2.26,0,1,3,35,39,0.0,1.13,Pass,Fail
Miriam Okoro,250502882,CYBERSECURITY,PHY 205,200 Level,3.36,3.36,10,11,10,41,72,5.0,4.18,Second Class Upper,First Class
Miriam Okoro,250502848,ICT,PHY 205,200 Level,4.49,4.49,6,16,2,54,78,5.0,4.74,First Class,First Class
Miriam Okoro,250501783,COMPUTER SCIENCE,CHM 207,200 Level,2.06,2.06,6,3,10,3,22,0.0,1.03,Pass,Fail
Miriam Okoro,250502509,ICT,MTH 223,200 Level,3.94,3.94,0,16,1,8,25,0.0,1.97,Third Class,Fail
Miriam Raji,250501063,ICT,MTH 223,200 Level,2.11,2.11,0,6,9,16,31,0.0,1.06,Pass,Fail
Miriam Raji,250501724,COMPUTER SCIENCE,CHM 201,200 Level,3.09,3.09,7,5,3,22,37,0.0,1.54,Third Class,Fail
Miriam Salisu,250502237,CYBERSECURITY,GST 211,200 Level,2.63,2.63,7,7,7,16,37,0.0,1.32,Pass,Fail
Miriam Usman,250502753,ICT,CHM 207,200 Level,1.59,1.59,1,3,0,27,31,0.0,0.8,Fail,Fail
Miriam Usman,250502461,CYBERSECURITY,PHY 201,200 Level,3.43,3.43,3,1,8,57,69,4.0,3.72,Second Class Upper,Second Class Upper
Miriam Usman,250502420,COMPUTER SCIENCE,CSC 201,200 Level,1.92,1.92,4,17,5,5,31,0.0,0.96,Fail,Fail
Musa Adeola,250502641,ICT,GST 211,200 Level,4.29,4.29,0,0,5,60,65,4.0,4.14,Second Class Upper,Second Class Upper
Musa Adeola,250502797,CYBERSECURITY,CHM 207,200 Level,0.82,0.82,8,8,6,22,44,1.0,0.91,Fail,Fail
Musa Adeyemi,250501664,ICT,CHM 207,200 Level,0.96,0.96,4,7,6,38,55,3.0,1.98,Third Class,Second Class Lower
Musa Adeyemi,250502897,ICT,CHM 201,200 Level,1.35,1.35,0,9,8,18,35,0.0,0.68,Fail,Fail
Musa Afolabi,250501277,COMPUTER SCIENCE,CSC 201,200 Level,3.42,3.42,5,11,8,4,28,0.0,1.71,Third Class,Fail
Musa Babatunde,250502347,COMPUTER SCIENCE,PHY 201,200 Level,2.17,2.17,0,8,10,32,50,3.0,2.58,Second Class Lower,Second Class Lower
Musa Babatunde,250501982,ICT,PHY 201,200 Level,0.98,0.98,0,10,0,19,29,0.0,0.49,Fail,Fail
Musa Bello,250502439,COMPUTER SCIENCE,PHY 205,200 Level,3.53,3.53,6,12,3,7,28,0.0,1.76,Third Class,Fail
Musa Bello,250501209,COMPUTER SCIENCE,PHY 201,200 Level,1.22,1.22,7,8,9,2,26,0.0,0.61,Fail,Fail
Musa Chukwu,250502947,CYBERSECURITY,CHM 201,200 Level,1.16,1.16,9,0,3,48,60,4.0,2.58,Second Class Lower,Second Class Lower
Musa Chukwu,250501978,ICT,GST 211,200 Level,2.73,2.73,5,14,10,51,80,5.0,3.86,Second Class Upper,First Class
Musa Chukwu,250501805,COMPUTER SCIENCE,MTH 201,200 Level,3.81,3.81,3,7,2,24,36,0.0,1.9,Third Class,Fail
Musa Chukwu,250501361,CYBERSECURITY,CHM 201,200 Level,3.39,3.39,9,8,0,30,47,2.0,2.7,Second Class Lower,Third Class
Musa Chukwu,250501216,COMPUTER SCIENCE,CSC 201,200 Level,1.96,1.96,9,9,5,54,77,5.0,3.48,Second Class Lower,Second Class Upper
Musa Danladi,250502249,COMPUTER SCIENCE,MTH 223,200 Level,3.27,3.27,4,6,5,39,54,3.0,3.14,Second Class Lower,Second Class Lower
Musa Danladi,250502637,CYBERSECURITY,MTH 223,200 Level,1.19,1.19,10,13,0,16,39,0.0,0.6,Fail,Fail
Musa Danladi,250502864,COMPUTER SCIENCE,PHY 201,200 Level,4.93,4.93,9,12,0,9,30,0.0,2.46,Third Class,Fail
Musa Dikko,250501119,COMPUTER SCIENCE,GST 209,200 Level,2.93,2.93,2,3,9,27,41,1.0,1.96,Third Class,Pass
Musa Ejike,250501272,ICT,CHM 201,200 Level,4.4,4.4,6,10,5,45,66,4.0,4.2,Second Class Upper,Second Class Upper
Musa Ejike,250501641,ICT,GST 211,200 Level,1.95,1.95,7,9,7,17,40,1.0,1.48,Pass,Pass
Musa Ejike,250502095,COMPUTER SCIENCE,MTH 201,200 Level,1.29,1.29,2,8,3,58,71,5.0,3.14,Second Class Lower,Second Class Upper
Musa Eze,250501007,CYBERSECURITY,PHY 205,200 Level,4.4,4.4,8,17,2,33,60,4.0,4.2,Second Class Upper,Second Class Upper
Musa Eze,250502277,COMPUTER SCIENCE,PHY 205,200 Level,4.94,4.94,4,0,9,51,64,4.0,4.47,Second Class Upper,Second Class Upper
Musa Eze,250502887,ICT,PHY 205,200 Level,1.61,1.61,2,4,6,34,46,2.0,1.81,Third Class,Third Class
Musa Gana,250502742,ICT,GST 211,200 Level,3.96,3.96,2,10,2,56,70,5.0,4.48,Second Class Upper,First Class
Musa Gana,250502356,ICT,CHM 207,200 Level,4.55,4.55,0,7,6,42,55,3.0,3.78,Second Class Upper,Second Class Lower
Musa Gana,250502983,CYBERSECURITY,GST 209,200 Level,2.67,2.67,10,19,5,58,92,5.0,3.84,Second Class Upper,First Class
Musa Garba,250501315,ICT,CHM 207,200 Level,3.63,3.63,0,6,5,11,22,0.0,1.82,Third Class,Fail
Musa Garba,250501167,CYBERSECURITY,MTH 223,200 Level,1.34,1.34,10,18,10,23,61,4.0,2.67,Second Class Lower,Second Class Lower
Musa Hassan,250502635,COMPUTER SCIENCE,GST 209,200 Level,1.56,1.56,5,1,2,8,16,0.0,0.78,Fail,Fail
Musa Hassan,250502881,ICT,PHY 205,200 Level,4.43,4.43,9,10,9,46,74,5.0,4.72,First Class,First Class
Musa Hassan,250501171,CYBERSECURITY,PHY 201,200 Level,0.57,0.57,5,17,1,6,29,0.0,0.28,Fail,Fail
Musa Ikenna,250501599,CYBERSECURITY,PHY 201,200 Level,0.68,0.68,8,12,5,24,49,2.0,1.34,Pass,Third Class
Musa Ikenna,250501505,COMPUTER SCIENCE,GST 209,200 Level,1.23,1.23,9,10,1,0,20,0.0,0.62,Fail,Fail
Musa Ikenna,250501136,ICT,PHY 205,200 Level,2.83,2.83,10,0,4,12,26,0.0,1.42,Pass,Fail
Musa James,250501028,COMPUTER SCIENCE,MTH 223,200 Level,3.17,3.17,3,13,9,60,85,5.0,4.08,Second Class Upper,First Class
Musa James,250502885,CYBERSECURITY,PHY 201,200 Level,2.58,2.58,1,14,10,17,42,1.0,1.79,Third Class,Pass
Musa Kalu,250502191,CYBERSECURITY,CHM 201,200 Level,3.12,3.12,8,7,7,1,23,0.0,1.56,Third Class,Fail
Musa Kalu,250502477,CYBERSECURITY,PHY 205,200 Level,3.93,3.93,5,3,6,56,70,5.0,4.46,Second Class Upper,First Class
Musa Kalu,250502314,COMPUTER SCIENCE,PHY 201,200 Level,2.54,2.54,4,14,0,22,40,1.0,1.77,Third Class,Pass
Musa Madu,250502974,CYBERSECURITY,CHM 201,200 Level,1.84,1.84,4,18,7,12,41,1.0,1.42,Pass,Pass
Musa Musa,250502187,COMPUTER SCIENCE,GST 209,200 Level,0.81,0.81,9,18,7,14,48,2.0,1.4,Pass,Third Class
Musa Nwachukwu,250502463,CYBERSECURITY,GST 209,200 Level,3.46,3.46,0,6,0,23,29,0.0,1.73,Third Class,Fail
Musa Nwosu,250501407,CYBERSECURITY,GST 211,200 Level,0.55,0.55,0,11,10,42,63,4.0,2.28,Third Class,Second Class Lower
Musa Obi,250502069,ICT,CHM 201,200 Level,1.79,1.79,5,10,0,10,25,0.0,0.9,Fail,Fail
Musa Obi,250501750,CYBERSECURITY,MTH 201,200 Level,1.03,1.03,2,20,6,7,35,0.0,0.52,Fail,Fail
Musa Obi,250501485,ICT,MTH 201,200 Level,4.56,4.56,5,5,1,25,36,0.0,2.28,Third Class,Fail
Musa Okafor,250502073,COMPUTER SCIENCE,CHM 207,200 Level,0.58,0.58,9,17,8,18,52,3.0,1.79,Third Class,Second Class Lower
Musa Okafor,250502587,ICT,MTH 201,200 Level,2.32,2.32,5,1,10,9,25,0.0,1.16,Pass,Fail
Musa Okonkwo,250501062,CYBERSECURITY,CHM 201,200 Level,4.23,4.23,0,10,3,36,49,2.0,3.12,Second Class Lower,Third Class
Musa Okonkwo,250501839,COMPUTER SCIENCE,GST 211,200 Level,3.35,3.35,1,11,10,57,79,5.0,4.18,Second Class Upper,First Class
Musa Okonkwo,250501990,COMPUTER SCIENCE,CHM 207,200 Level,4.1,4.1,3,5,3,48,59,3.0,3.55,Second Class Upper,Second Class Lower
Musa Okoro,250502366,ICT,MTH 223,200 Level,3.72,3.72,3,2,7,17,29,0.0,1.86,Third Class,Fail
Musa Peters,250501796,COMPUTER SCIENCE,GST 209,200 Level,4.69,4.69,2,16,2,15,35,0.0,2.35,Third Class,Fail
Musa Peters,250502445,CYBERSECURITY,GST 209,200 Level,1.3,1.3,1,8,7,25,41,1.0,1.15,Pass,Pass
Musa Raji,250502821,ICT,CHM 207,200 Level,1.05,1.05,2,18,10,58,88,5.0,3.02,Second Class Lower,Second Class Upper
Musa Salisu,250502666,COMPUTER SCIENCE,PHY 201,200 Level,1.44,1.44,7,16,7,60,90,5.0,3.22,Second Class Lower,Second Class Upper
Musa Salisu,250501438,COMPUTER SCIENCE,GST 209,200 Level,3.68,3.68,10,6,8,4,28,0.0,1.84,Third Class,Fail
Musa Salisu,250502006,CYBERSECURITY,CHM 207,200 Level,3.62,3.62,2,11,2,6,21,0.0,1.81,Third Class,Fail
Musa Salisu,250501363,CYBERSECURITY,CHM 201,200 Level,2.96,2.96,5,7,4,12,28,0.0,1.48,Pass,Fail
Ngozi Adeola,250501729,ICT,MTH 201,200 Level,1.24,1.24,2,19,6,9,36,0.0,0.62,Fail,Fail
Ngozi Adeola,250501384,ICT,PHY 201,200 Level,3.81,3.81,0,15,4,55,74,5.0,4.4,Second Class Upper,First Class
Ngozi Adeola,250502428,CYBERSECURITY,GST 211,200 Level,3.38,3.38,5,8,9,0,22,0.0,1.69,Third Class,Fail
Ngozi Adeyemi,250501826,CYBERSECURITY,CHM 201,200 Level,2.06,2.06,10,9,4,20,43,1.0,1.53,Third Class,Pass
Ngozi Adeyemi,250502632,COMPUTER SCIENCE,GST 211,200 Level,3.49,3.49,9,8,1,28,46,2.0,2.74,Second Class Lower,Third Class
Ngozi Afolabi,250502898,COMPUTER SCIENCE,GST 211,200 Level,2.1,2.1,4,18,7,28,57,3.0,2.55,Second Class Lower,Second Class Lower
Ngozi Afolabi,250502574,COMPUTER SCIENCE,GST 211,200 Level,1.48,1.48,10,3,4,49,66,4.0,2.74,Second Class Lower,Second Class Lower
Ngozi Afolabi,250501138,COMPUTER SCIENCE,CHM 201,200 Level,2.14,2.14,9,9,3,1,22,0.0,1.07,Pass,Fail
Ngozi Babatunde,250501330,CYBERSECURITY,MTH 223,200 Level,2.1,2.1,8,19,10,23,60,4.0,3.05,Second Class Lower,Second Class Upper
Ngozi Chukwu,250501186,ICT,CHM 201,200 Level,4.18,4.18,10,6,9,56,81,5.0,4.59,First Class,First Class
Ngozi Chukwu,250501043,COMPUTER SCIENCE,MTH 223,200 Level,4.59,4.59,9,1,3,17,30,0.0,2.3,Third Class,Fail
Ngozi Danladi,250501518,COMPUTER SCIENCE,GST 211,200 Level,4.94,4.94,3,16,7,17,43,1.0,2.97,Second Class Lower,Third Class
Ngozi Dikko,250501952,ICT,PHY 201,200 Level,1.29,1.29,2,5,3,9,19,0.0,0.64,Fail,Fail
Ngozi Dikko,250501800,CYBERSECURITY,CHM 201,200 Level,3.68,3.68,0,1,8,10,19,0.0,1.84,Third Class,Fail
Ngozi Eze,250502597,COMPUTER SCIENCE,PHY 201,200 Level,0.86,0.86,7,1,1,32,41,1.0,0.93,Fail,Fail
Ngozi Eze,250502696,COMPUTER SCIENCE,PHY 201,200 Level,0.62,0.62,9,5,0,40,54,3.0,1.81,Third Class,Second Class Lower
Ngozi Eze,250501711,COMPUTER SCIENCE,MTH 201,200 Level,3.18,3.18,4,18,5,47,74,5.0,4.09,Second Class Upper,First Class
Ngozi Eze,250502678,COMPUTER SCIENCE,GST 209,200 Level,1.28,1.28,3,5,9,24,41,1.0,1.14,Pass,Pass
Ngozi Eze,250502207,ICT,CHM 201,200 Level,2.51,2.51,9,4,7,31,51,3.0,2.76,Second Class Lower,Second Class Lower
Ngozi Fashola,250502143,ICT,MTH 223,200 Level,3.05,3.05,5,10,4,10,29,0.0,1.52,Third Class,Fail
Ngozi Fashola,250501273,CYBERSECURITY,GST 211,200 Level,4.61,4.61,10,1,3,48,62,4.0,4.3,Second Class Upper,Second Class Upper
Ngozi Gana,250501970,ICT,MTH 201,200 Level,3.49,3.49,10,12,1,46,69,4.0,3.74,Second Class Upper,Second Class Upper
Ngozi Hassan,250501405,ICT,CSC 201,200 Level,4.53,4.53,3,10,7,19,39,0.0,2.26,Third Class,Fail
Ngozi Hassan,250501139,ICT,GST 211,200 Level,4.87,4.87,7,20,2,38,67,4.0,4.44,Second Class Upper,Second Class Upper
Ngozi Hassan,250501528,COMPUTER SCIENCE,GST 209,200 Level,0.75,0.75,8,4,9,6,27,0.0,0.38,Fail,Fail
Ngozi Hassan,250502346,CYBERSECURITY,GST 209,200 Level,2.06,2.06,0,17,0,18,35,0.0,1.03,Pass,Fail
Ngozi Hassan,250502260,CYBERSECURITY,CSC 201,200 Level,1.71,1.71,4,17,4,6,31,0.0,0.86,Fail,Fail
Ngozi Hassan,250501861,COMPUTER SCIENCE,GST 211,200 Level,2.54,2.54,2,3,4,60,69,4.0,3.27,Second Class Lower,Second Class Upper
Ngozi Hassan,250501807,CYBERSECURITY,CHM 201,200 Level,4.67,4.67,5,12,1,30,48,2.0,3.34,Second Class Lower,Second Class Lower
