full_name,matric_number,age,gender,program,level,attendance_pct,test_scores,exam_scores,assignment_scores,gpa,study_hours_per_week,lms_activity,past_academic_record,class_participation,extracurricular,performance_score,performance_category
Mercy Abubakar,STU/2020/1050,28,Female,HND,400,40.9,63.2,44.0,64.2,3.71,26.4,54.0,62.5,Medium,1 Activity,54.2,Average
Anthonia Anikulapo,STU/2019/1051,21,Male,Undergraduate,400,36.5,54.5,54.6,45.5,3.73,23.6,20.8,57.3,Medium,None,53.6,Average
Ibrahim Ibrahim,STU/2018/1052,20,Female,HND,400,58.5,30.9,42.0,61.3,3.04,2.6,63.0,53.8,Low,None,40.0,Pass
Chioma Abubakar,STU/2018/1053,21,Male,Undergraduate,500,80.3,77.3,29.3,98.6,3.31,0.9,80.7,77.2,High,None,54.4,Average
Kayode Ibrahim,STU/2021/1054,16,Male,Postgraduate,100,77.2,56.5,40.0,58.6,3.29,19.8,27.5,31.1,Medium,None,51.8,Average
Tunde Okonkwo,STU/2020/1055,20,Male,Undergraduate,100,58.2,59.4,75.7,62.3,1.91,11.0,49.3,69.5,Medium,2+ Activities,58.6,Average
Tunde Anikulapo,STU/2020/1056,24,Male,HND,200,93.0,86.8,70.0,86.4,3.96,5.9,,80.6,Medium,1 Activity,77.1,Excellent
Anthonia Suleiman,STU/2023/1057,27,Female,Undergraduate,100,60.1,74.3,58.4,38.8,1.5,28.5,92.8,74.9,High,None,60.3,Good
Mercy Eze,STU/2019/1058,25,Female,Undergraduate,100,80.3,66.0,66.7,75.5,3.64,,26.0,58.6,Medium,None,60.2,Good
Wale Lawal,STU/2022/1059,29,Male,Undergraduate,200,65.5,58.0,32.4,38.0,3.24,8.2,74.8,59.9,Low,None,47.8,Pass
Joy Ofili,STU/2023/1060,17,Male,Undergraduate,400,56.4,57.8,39.1,71.8,2.74,9.1,46.1,85.7,High,1 Activity,55.9,Average
Kayode Onyekwere,STU/2022/1061,16,Female,HND,300,61.1,62.3,61.2,64.6,3.35,0.0,38.2,71.6,High,None,61.1,Good
Chiamaka Danjuma,STU/2021/1062,29,Female,Undergraduate,200,85.2,65.3,34.9,75.4,3.38,14.7,32.0,95.1,Medium,1 Activity,55.0,Average
Mercy Abubakar,STU/2022/1063,25,Female,Undergraduate,300,78.5,88.8,57.2,47.8,1.82,6.7,38.6,25.1,High,1 Activity,56.0,Average
Halima Danjuma,STU/2019/1064,28,Male,Postgraduate,100,,100.0,29.7,55.9,4.27,20.5,67.5,78.1,Medium,2+ Activities,69.2,Good
Amina Adeleke,STU/2021/1065,26,Male,Undergraduate,100,,63.2,22.0,76.3,3.06,21.5,49.3,43.8,Medium,None,54.0,Average
Ifeoma Bakare,STU/2020/1066,24,Female,HND,400,43.0,19.2,69.7,56.3,5.0,15.9,72.9,58.5,Medium,1 Activity,52.5,Average
Patience Mohammed,STU/2022/1067,25,Male,Postgraduate,300,100.0,40.9,75.5,77.8,3.71,15.9,27.0,87.5,Medium,1 Activity,64.9,Good
Bello Ofili,STU/2019/1068,24,Female,Undergraduate,400,78.8,90.6,42.4,68.6,3.04,15.3,72.4,40.0,Low,1 Activity,63.6,Good
Joy Okafor,STU/2019/1069,24,Male,HND,100,81.3,70.9,24.6,57.4,2.38,8.4,65.8,100.0,Low,2+ Activities,49.7,Pass
Usman Chukwu,STU/2020/1070,21,Female,Undergraduate,400,65.2,65.7,10.8,59.6,2.9,9.1,17.3,82.1,Low,1 Activity,40.1,Pass
Ifeoma Okeke,STU/2019/1071,23,Male,Undergraduate,300,92.0,55.0,91.8,65.1,3.13,24.6,92.7,71.6,Low,1 Activity,78.3,Excellent
Wale Danjuma,STU/2021/1072,29,Female,Undergraduate,300,52.3,36.6,57.2,61.3,4.32,19.9,63.5,41.4,Medium,1 Activity,55.6,Average
Ahmed Aliyu,STU/2021/1073,26,Male,Undergraduate,300,83.0,88.2,42.8,77.4,4.1,15.6,74.1,56.4,Medium,2+ Activities,71.7,Good
Ibrahim Onyekwere,STU/2023/1074,28,Female,Postgraduate,400,,43.2,47.7,58.7,3.41,18.8,83.9,52.8,Low,1 Activity,50.8,Average
Rasheed Okeke,STU/2018/1075,16,Male,HND,300,84.2,71.1,16.7,55.3,4.59,13.5,79.2,35.4,High,2+ Activities,61.9,Good
Ike Adeleke,STU/2020/1076,25,Female,Undergraduate,300,52.6,34.6,67.4,80.5,1.19,15.5,51.8,81.9,Low,None,50.2,Average
Rasheed Lawal,STU/2019/1077,19,Female,Undergraduate,500,77.0,54.1,95.0,57.8,3.42,18.8,,51.9,Medium,1 Activity,68.7,Good
Ifeoma Obi,STU/2022/1078,16,Female,HND,400,96.4,75.9,39.3,55.8,4.13,0.0,9.7,56.5,Low,2+ Activities,52.4,Average
Bello Danjuma,STU/2023/1079,23,Female,Undergraduate,200,86.8,53.5,100.0,22.7,3.49,21.2,64.8,57.5,Low,None,55.2,Average
Biodun Adeleke,STU/2021/1080,16,Female,Undergraduate,400,94.0,51.4,52.7,47.3,1.8,20.7,98.3,55.7,Low,2+ Activities,53.2,Average
Biodun Abubakar,STU/2020/1081,18,Female,Undergraduate,200,92.2,58.2,88.3,50.7,4.25,7.8,37.6,70.6,Medium,None,59.8,Average
Sola Suleiman,STU/2020/1082,28,Male,HND,100,62.6,34.0,61.1,55.8,3.69,24.0,77.9,47.5,High,2+ Activities,48.2,Pass
Loveth Onyekwere,STU/2021/1083,19,Female,Undergraduate,300,82.8,30.6,61.1,52.7,3.31,0.0,99.3,80.4,Low,1 Activity,55.7,Average
Halima Okeke,STU/2018/1084,23,Male,Postgraduate,500,41.0,70.9,91.9,81.7,3.08,16.8,72.2,48.1,Medium,None,59.0,Average
Dauda Bakare,STU/2020/1085,21,Male,Postgraduate,500,59.6,50.4,70.7,51.8,4.79,14.3,80.6,59.4,Low,2+ Activities,65.5,Good
Ngozi Garba,STU/2019/1086,29,Male,Undergraduate,200,97.1,70.7,62.5,53.1,3.4,11.5,15.8,33.9,High,None,65.3,Good
Uche Onwudiwe,STU/2022/1087,25,Male,Undergraduate,300,,78.1,16.2,67.6,2.78,14.2,31.6,81.4,High,None,45.6,Pass
Adaeze Onwudiwe,STU/2022/1088,27,Female,Postgraduate,100,38.4,79.6,24.9,46.3,2.27,18.7,90.7,86.5,Low,None,49.7,Pass
Fatima Obi,STU/2021/1089,22,Female,Undergraduate,500,100.0,28.8,64.2,91.6,3.68,0.0,79.0,74.3,Medium,1 Activity,70.4,Good
Vivian Aliyu,STU/2020/1090,29,Female,Postgraduate,500,82.1,45.4,84.4,78.6,3.89,22.0,67.4,63.4,High,2+ Activities,67.5,Good
Femi Abubakar,STU/2022/1091,23,Male,HND,300,85.8,67.7,57.6,45.1,3.05,,48.4,59.3,Medium,None,59.1,Average
Segun Anikulapo,STU/2020/1092,17,Male,Undergraduate,400,54.4,68.0,43.2,82.2,2.5,22.1,62.1,28.8,Medium,1 Activity,65.3,Good
Vivian Okonkwo,STU/2021/1093,28,Male,Postgraduate,400,77.1,98.5,18.2,85.8,4.2,19.1,,32.9,Medium,None,59.0,Average
Halima Abubakar,STU/2018/1094,25,Male,Postgraduate,300,76.6,41.7,39.3,45.6,2.2,10.6,52.5,75.0,Medium,1 Activity,42.2,Pass
Sandra Nwosu,STU/2022/1095,29,Male,Postgraduate,100,57.2,79.0,57.6,45.2,4.77,13.4,72.5,56.4,High,None,64.7,Good
Ahmed Chukwu,STU/2019/1096,26,Male,Undergraduate,200,68.9,64.7,37.9,54.6,2.34,,71.8,32.8,High,None,59.7,Average
Tunde Eze,STU/2023/1097,23,Male,Undergraduate,300,45.0,28.5,35.7,40.9,1.85,26.9,38.4,31.9,High,None,34.6,Poor
Abdul Fashola,STU/2021/1098,18,Female,Undergraduate,300,65.8,48.1,54.0,51.7,1.96,4.9,40.3,72.7,Medium,1 Activity,57.5,Average
Tunde Okeke,STU/2023/1099,22,Female,Undergraduate,200,89.5,62.7,84.0,58.2,2.0,10.5,93.2,77.5,Medium,2+ Activities,65.4,Good
Gbenga Nwachukwu,STU/2018/1100,18,Female,Undergraduate,500,58.6,27.3,68.7,73.6,2.79,1.3,69.3,29.3,Medium,1 Activity,43.3,Pass
Ahmed Okafor,STU/2019/1101,22,Female,Postgraduate,100,100.0,20.7,60.7,66.4,2.58,15.0,38.0,63.0,High,None,59.5,Average
Ngozi Adeleke,STU/2023/1102,29,Female,Undergraduate,300,46.2,26.3,58.8,62.5,3.92,9.0,47.2,67.8,Medium,1 Activity,48.4,Pass
Bello Onwudiwe,STU/2019/1103,26,Male,Undergraduate,300,67.3,62.7,66.0,56.8,3.79,10.0,30.4,48.3,Medium,2+ Activities,60.2,Good
Oluwaseun Fashola,STU/2022/1104,27,Female,Undergraduate,300,60.2,49.3,52.8,42.8,2.8,25.9,81.7,84.8,Low,None,46.0,Pass
Adaeze Ibrahim,STU/2020/1105,28,Female,Postgraduate,300,68.8,46.8,46.8,75.1,5.0,7.4,48.7,53.1,Medium,None,55.0,Average
Femi Onwudiwe,STU/2021/1106,17,Male,Undergraduate,200,96.7,47.5,69.8,74.7,2.79,12.7,,25.7,High,None,54.1,Average
Segun Bello,STU/2019/1107,25,Male,Undergraduate,100,54.3,32.4,50.5,54.5,2.91,10.3,76.0,56.1,Medium,1 Activity,41.7,Pass
Fatima Mohammed,STU/2022/1108,21,Female,Undergraduate,300,63.9,49.8,31.2,46.3,1.85,,13.0,87.4,Low,1 Activity,41.6,Pass
Bello Bakare,STU/2018/1109,18,Male,Postgraduate,300,83.8,25.2,83.9,91.5,2.93,36.2,54.1,53.1,Low,1 Activity,66.2,Good
Tunde Nwachukwu,STU/2019/1110,18,Female,Undergraduate,100,73.7,79.4,17.6,69.2,3.27,0.1,54.7,39.1,Medium,None,49.5,Pass
Loveth Ibrahim,STU/2018/1111,24,Female,Undergraduate,400,75.2,88.5,85.4,71.7,1.93,19.2,47.9,72.6,High,None,62.1,Good
Ngozi Chukwu,STU/2021/1112,22,Male,HND,200,54.6,16.1,65.1,72.5,2.55,33.4,41.3,65.2,High,2+ Activities,47.3,Pass
Sola Danjuma,STU/2022/1113,20,Male,Postgraduate,300,70.7,49.6,35.6,44.6,3.29,22.6,37.2,59.9,High,None,50.9,Average
Chioma Onyekwere,STU/2018/1114,27,Male,HND,400,92.4,50.7,55.5,90.5,2.53,14.4,,69.5,Medium,2+ Activities,62.5,Good
Tunde Bakare,STU/2020/1115,25,Male,Undergraduate,100,43.0,54.9,46.4,58.1,2.34,4.6,29.7,46.2,Medium,1 Activity,46.6,Pass
Vivian Adeyemi,STU/2023/1116,22,Male,Undergraduate,100,59.4,76.0,71.2,79.0,3.7,24.4,,48.0,Medium,None,72.9,Good
Dauda Ibrahim,STU/2018/1117,24,Female,HND,400,39.3,49.6,70.8,89.8,1.85,21.5,41.2,74.6,Medium,1 Activity,58.2,Average
Chiamaka Onwudiwe,STU/2018/1118,16,Male,Undergraduate,300,81.7,56.4,64.2,66.4,2.02,1.8,42.8,40.7,Medium,2+ Activities,56.1,Average
Musa Abubakar,STU/2022/1119,22,Male,Postgraduate,300,94.1,100.0,69.9,44.9,3.16,11.4,59.9,92.3,Medium,1 Activity,78.3,Excellent
Sandra Suleiman,STU/2022/1120,21,Male,Undergraduate,400,68.7,56.0,52.7,22.6,3.76,4.4,42.6,84.6,Medium,2+ Activities,49.9,Pass
Adaeze Anikulapo,STU/2019/1121,25,Female,Undergraduate,400,53.9,89.8,90.2,64.3,3.27,0.0,86.7,37.1,Low,None,75.7,Excellent
Bello Bello,STU/2023/1122,29,Male,Undergraduate,500,54.4,67.0,79.5,69.3,2.8,4.2,51.5,89.5,Low,1 Activity,66.1,Good
Ifeoma Fashola,STU/2018/1123,27,Male,Undergraduate,300,66.7,48.0,45.5,55.1,2.73,14.8,81.2,63.0,High,2+ Activities,52.1,Average
Gbenga Nwachukwu,STU/2018/1124,24,Female,Undergraduate,200,66.6,45.0,71.2,67.3,3.91,18.6,36.0,87.7,High,2+ Activities,65.1,Good
Aisha Chukwu,STU/2022/1125,16,Female,Undergraduate,200,88.4,57.9,69.5,72.3,3.77,11.4,35.4,62.7,Medium,1 Activity,62.8,Good
Patience Lawal,STU/2020/1126,28,Male,HND,100,60.0,37.7,49.8,81.9,3.04,25.0,13.4,56.5,Low,1 Activity,45.9,Pass
Musa Obi,STU/2022/1127,19,Female,Undergraduate,300,79.8,42.5,48.2,61.1,2.75,22.2,42.7,54.4,High,None,52.7,Average
Tunde Ofili,STU/2020/1128,24,Male,Undergraduate,200,66.5,50.4,79.3,64.2,3.03,13.0,49.2,11.0,Medium,None,50.9,Average
Stella Anikulapo,STU/2023/1129,19,Male,Postgraduate,500,58.6,63.3,54.7,62.0,2.35,12.0,56.9,78.5,Medium,None,55.0,Average
Chukwuemeka Bakare,STU/2022/1130,25,Male,Undergraduate,300,66.1,90.9,60.2,65.6,2.86,,72.4,45.9,Medium,None,66.5,Good
Ngozi Bakare,STU/2023/1131,18,Male,Undergraduate,300,78.1,49.3,83.0,56.3,2.56,13.9,70.6,79.2,Medium,None,59.5,Average
Ngozi Obi,STU/2021/1132,24,Female,Postgraduate,200,88.5,66.3,100.0,56.2,2.91,,83.4,93.5,Medium,None,69.8,Good
Fatima Bello,STU/2018/1133,28,Male,Undergraduate,100,67.5,28.7,44.5,57.3,2.59,11.6,32.8,48.4,High,2+ Activities,46.6,Pass
Femi Garba,STU/2023/1134,17,Male,Postgraduate,100,50.3,77.1,50.6,67.7,3.47,19.3,55.8,47.3,Low,1 Activity,61.6,Good
Fatima Bakare,STU/2020/1135,19,Female,Postgraduate,200,90.0,27.0,56.5,50.6,3.74,24.5,30.0,80.2,Low,1 Activity,54.2,Average
Ike Okonkwo,STU/2021/1136,21,Female,HND,100,55.8,72.4,56.9,57.3,2.66,21.7,65.4,50.6,Low,2+ Activities,55.7,Average
Tunde Aliyu,STU/2020/1137,17,Male,Undergraduate,300,76.7,56.5,62.5,95.7,2.27,16.7,100.0,86.3,Medium,None,68.1,Good
Ibrahim Chukwu,STU/2019/1138,23,Female,Undergraduate,400,71.6,55.8,45.2,80.2,3.64,25.7,,46.2,Low,1 Activity,57.8,Average
Yusuf Adeyemi,STU/2019/1139,23,Male,Undergraduate,400,69.1,52.6,29.7,48.7,3.17,17.4,,88.8,Low,1 Activity,42.0,Pass
Ahmed Anikulapo,STU/2018/1140,16,Female,Undergraduate,300,63.2,34.6,90.1,79.7,2.67,13.3,81.2,53.9,Low,None,58.7,Average
Kayode Adeleke,STU/2021/1141,27,Female,HND,100,83.2,35.5,67.2,75.7,4.24,,32.7,66.6,Low,1 Activity,59.5,Average
Ike Onwudiwe,STU/2021/1142,18,Female,Undergraduate,400,10.0,73.1,46.6,63.2,2.49,19.8,,79.6,Medium,None,51.2,Average
Femi Fashola,STU/2019/1143,25,Male,Undergraduate,400,92.5,58.2,63.7,53.0,1.21,24.4,46.0,70.2,Low,None,54.6,Average
Anthonia Fashola,STU/2018/1144,24,Male,Postgraduate,100,55.6,52.5,91.7,51.0,2.36,,52.0,81.4,Medium,None,48.5,Pass
Dauda Chukwu,STU/2023/1145,20,Male,Undergraduate,400,,66.0,39.2,68.8,4.46,7.1,45.2,30.9,Medium,2+ Activities,52.6,Average
Ruth Adeleke,STU/2019/1146,21,Male,Undergraduate,200,,59.8,59.2,50.6,2.71,7.5,49.4,51.9,Low,1 Activity,49.9,Pass
Adaeze Garba,STU/2021/1147,19,Male,Undergraduate,400,94.9,43.7,27.2,83.7,2.54,15.5,83.9,61.3,Medium,1 Activity,55.3,Average
Ifeoma Fashola,STU/2020/1148,25,Female,HND,500,75.6,100.0,52.6,88.5,3.02,28.6,,44.7,High,1 Activity,74.2,Good
Ibrahim Obi,STU/2021/1149,17,Male,Undergraduate,100,57.1,71.3,67.3,64.3,3.91,4.9,40.0,79.4,High,None,54.9,Average
Adaeze Suleiman,STU/2018/1150,26,Male,HND,400,43.1,60.3,32.7,84.4,2.93,21.2,56.7,49.8,Low,1 Activity,49.5,Pass
Blessing Ibrahim,STU/2021/1151,23,Female,Undergraduate,300,65.7,48.8,51.3,58.0,3.53,4.4,1.9,44.7,High,1 Activity,49.6,Pass
Gbenga Okeke,STU/2022/1152,26,Male,Postgraduate,500,36.8,75.1,71.0,52.9,2.83,30.9,34.6,78.8,Medium,None,54.3,Average
Anthonia Bello,STU/2021/1153,28,Female,Postgraduate,200,60.7,43.8,66.8,83.7,3.54,1.2,86.2,39.1,Low,1 Activity,58.7,Average
Ike Ibrahim,STU/2022/1154,21,Male,Undergraduate,400,66.7,42.3,31.8,91.9,3.16,19.9,51.4,40.1,Low,None,54.5,Average
Halima Lawal,STU/2019/1155,20,Male,Undergraduate,100,59.6,88.5,62.5,98.4,2.64,21.0,43.0,70.2,Medium,None,63.5,Good
Tunde Adeyemi,STU/2023/1156,24,Male,Undergraduate,200,72.8,58.6,66.2,70.7,3.23,19.0,59.3,86.9,Medium,2+ Activities,64.7,Good
Patience Adeyemi,STU/2022/1157,16,Male,Postgraduate,100,67.8,44.3,57.2,79.7,2.51,7.0,73.4,63.2,Medium,1 Activity,55.1,Average
Adaeze Okafor,STU/2021/1158,20,Female,Undergraduate,500,66.1,58.1,76.8,70.3,1.76,5.5,88.2,27.7,Medium,1 Activity,52.9,Average
Emeka Chukwu,STU/2023/1159,21,Male,Undergraduate,400,28.4,73.3,43.2,88.9,2.98,24.2,43.7,73.7,Low,1 Activity,55.6,Average
Rasheed Onwudiwe,STU/2023/1160,20,Female,Undergraduate,400,48.7,69.2,63.2,72.4,1.84,22.4,44.3,48.1,Medium,1 Activity,57.5,Average
Emeka Okafor,STU/2021/1161,21,Male,Undergraduate,500,83.6,75.5,31.7,78.7,3.54,22.3,49.4,82.4,Medium,1 Activity,67.7,Good
Ike Anikulapo,STU/2021/1162,21,Male,Undergraduate,100,86.5,35.5,23.0,45.7,2.97,23.2,80.7,52.4,Medium,1 Activity,54.3,Average
Mercy Fashola,STU/2018/1163,22,Female,Undergraduate,200,38.9,75.1,70.6,61.1,4.28,1.7,56.4,82.9,High,1 Activity,59.9,Average
Grace Nwachukwu,STU/2019/1164,19,Male,Undergraduate,100,57.3,54.8,55.4,78.8,2.7,1.5,100.0,51.6,High,2+ Activities,55.3,Average
Ngozi Ibrahim,STU/2022/1165,29,Female,HND,100,91.3,59.6,45.7,77.3,2.98,8.6,51.0,46.2,High,2+ Activities,59.3,Average
Amina Okeke,STU/2020/1166,26,Female,Undergraduate,100,,79.8,33.7,80.3,1.68,10.2,,21.6,Medium,1 Activity,52.1,Average
Blessing Fashola,STU/2022/1167,29,Female,Undergraduate,200,70.0,70.6,71.5,67.1,2.01,9.3,32.7,46.8,Medium,2+ Activities,62.7,Good
Joy Lawal,STU/2021/1168,29,Female,HND,200,98.0,64.3,24.8,53.9,1.49,16.2,20.3,63.5,Medium,1 Activity,48.0,Pass
Bello Fashola,STU/2020/1169,29,Male,Postgraduate,100,,22.3,74.9,64.0,3.97,22.9,52.5,62.0,Medium,1 Activity,57.6,Average
Babatunde Bello,STU/2020/1170,23,Male,HND,100,62.9,57.2,64.0,65.8,2.59,11.6,83.5,72.2,Medium,None,60.5,Good
Mary Mohammed,STU/2022/1171,22,Male,Undergraduate,100,69.2,43.9,25.8,69.1,4.19,7.5,43.1,84.9,High,1 Activity,52.9,Average
Joy Garba,STU/2022/1172,24,Female,Undergraduate,500,100.0,70.8,57.5,48.5,0.59,20.5,39.6,60.6,Medium,2+ Activities,55.6,Average
Chiamaka Abubakar,STU/2022/1173,22,Female,Undergraduate,400,80.0,75.8,100.0,60.5,4.39,11.7,80.6,61.4,Low,2+ Activities,75.5,Excellent
Ike Garba,STU/2022/1174,18,Male,Postgraduate,500,72.3,52.6,78.8,63.5,2.94,14.9,72.6,82.3,High,2+ Activities,63.0,Good
Yusuf Obi,STU/2019/1175,18,Female,Undergraduate,200,62.6,46.0,38.4,26.9,3.31,11.3,35.2,64.6,High,None,40.7,Pass
Usman Garba,STU/2018/1176,23,Male,Undergraduate,200,81.7,86.0,69.3,79.2,2.04,16.7,33.7,41.5,Medium,1 Activity,70.8,Good
Ifeoma Aliyu,STU/2018/1177,20,Female,Undergraduate,400,83.9,47.1,26.7,67.8,3.47,5.9,75.7,49.6,Medium,None,48.1,Pass
Halima Mohammed,STU/2022/1178,19,Male,Undergraduate,200,,36.5,27.6,69.5,2.66,19.8,14.2,17.4,Low,None,47.1,Pass
Sola Eze,STU/2018/1179,23,Female,Undergraduate,200,84.4,43.0,53.7,56.2,1.93,13.7,82.0,41.3,Medium,1 Activity,53.4,Average
Vivian Eze,STU/2022/1180,21,Female,Undergraduate,100,69.3,48.0,66.0,75.0,1.91,7.9,72.3,26.2,Low,1 Activity,51.3,Average
Abdul Garba,STU/2022/1181,17,Male,Undergraduate,100,72.4,42.5,71.2,50.9,1.9,18.2,0.0,67.0,Low,1 Activity,51.4,Average
Wale Bello,STU/2022/1182,19,Male,Undergraduate,200,56.1,73.2,71.5,53.5,3.34,7.9,55.4,84.2,Medium,1 Activity,63.6,Good
Mercy Bello,STU/2023/1183,27,Male,HND,200,64.8,18.4,64.9,75.7,2.43,8.2,5.5,41.2,Medium,None,52.8,Average
Ike Nwachukwu,STU/2019/1184,26,Male,Postgraduate,300,53.5,42.1,22.7,71.1,1.52,4.4,24.9,41.9,Medium,None,32.6,Poor
Ibrahim Nwachukwu,STU/2021/1185,19,Male,HND,100,52.6,57.1,53.8,43.3,3.33,0.4,42.4,78.9,High,2+ Activities,50.7,Average
Babatunde Fashola,STU/2018/1186,21,Female,Postgraduate,100,78.8,61.8,74.4,91.8,1.04,18.3,23.3,51.0,Low,None,63.5,Good
Amina Mohammed,STU/2018/1187,21,Female,Undergraduate,400,,88.5,63.9,52.1,4.2,,100.0,65.1,Medium,None,71.5,Good
Femi Bakare,STU/2019/1188,16,Female,Undergraduate,100,48.6,85.8,58.6,62.7,4.79,10.4,76.6,74.9,Medium,2+ Activities,68.4,Good
Rasheed Ibrahim,STU/2019/1189,29,Male,Undergraduate,200,100.0,29.2,61.6,94.7,1.82,7.6,89.2,45.8,Low,2+ Activities,64.0,Good
Uche Anikulapo,STU/2022/1190,23,Female,Undergraduate,400,51.8,23.7,61.3,30.0,3.95,0.0,51.5,46.2,Medium,1 Activity,43.7,Pass
Ibrahim Aliyu,STU/2022/1191,21,Female,Undergraduate,100,91.7,58.4,15.7,36.0,3.31,0.0,55.8,49.9,Medium,None,35.7,Poor
Anthonia Mohammed,STU/2023/1192,18,Male,Undergraduate,100,45.4,45.9,78.1,72.5,2.55,19.8,,28.9,Medium,None,56.0,Average
Chidinma Okeke,STU/2023/1193,29,Female,Undergraduate,200,80.2,36.5,52.8,22.9,2.59,0.0,,69.7,High,2+ Activities,54.6,Average
Loveth Bakare,STU/2021/1194,24,Female,Undergraduate,200,67.5,58.3,69.2,30.3,3.59,4.8,70.3,72.0,Medium,2+ Activities,57.6,Average
Loveth Okeke,STU/2018/1195,17,Male,Undergraduate,300,,62.2,8.9,85.0,2.96,16.3,32.2,61.6,High,1 Activity,46.3,Pass
Bello Nwachukwu,STU/2019/1196,26,Male,Undergraduate,400,75.5,42.9,88.2,58.0,0.67,14.7,32.1,87.2,Medium,None,58.4,Average
Segun Eze,STU/2021/1197,23,Male,Postgraduate,100,73.1,46.8,31.9,100.0,4.87,16.6,61.5,54.8,Low,None,63.7,Good
Sandra Anikulapo,STU/2018/1198,25,Male,Undergraduate,300,57.4,44.3,100.0,47.4,3.39,14.1,64.3,72.4,Medium,None,61.3,Good
Loveth Okonkwo,STU/2021/1199,18,Female,Undergraduate,300,56.6,50.6,97.4,59.6,2.95,11.1,30.1,69.7,Low,1 Activity,61.5,Good
Musa Garba,STU/2021/1200,28,Female,Undergraduate,100,43.7,67.7,28.5,74.2,2.35,4.9,64.0,44.0,Medium,None,43.7,Pass
Chukwuemeka Nwosu,STU/2022/1201,27,Female,Undergraduate,300,77.5,38.6,71.3,73.0,2.83,8.9,24.5,83.1,Medium,2+ Activities,55.6,Average
Mercy Lawal,STU/2021/1202,20,Male,Undergraduate,200,49.4,46.5,34.7,60.7,4.14,11.7,55.3,62.6,Medium,None,49.7,Pass
Ruth Fashola,STU/2022/1203,21,Male,Undergraduate,200,72.1,50.8,42.2,54.0,3.24,0.0,19.1,79.5,Low,1 Activity,52.6,Average
Ahmed Ofili,STU/2018/1204,25,Female,Undergraduate,100,82.7,57.9,42.7,68.9,3.34,7.7,88.2,34.0,Medium,None,54.7,Average
Sandra Okafor,STU/2023/1205,21,Female,Undergraduate,200,75.7,63.0,64.0,88.4,1.88,11.0,47.2,62.2,Low,1 Activity,58.9,Average
Usman Adeyemi,STU/2018/1206,19,Male,HND,200,59.0,94.8,61.5,78.0,2.69,8.5,37.7,50.8,Medium,None,67.5,Good
Dauda Danjuma,STU/2022/1207,18,Male,HND,400,88.4,68.3,31.0,54.2,3.05,11.3,26.4,43.0,High,2+ Activities,63.0,Good
Ahmed Obi,STU/2023/1208,19,Female,Undergraduate,100,64.7,68.7,63.8,48.1,3.63,19.3,24.0,88.2,High,1 Activity,56.2,Average
Segun Abubakar,STU/2020/1209,16,Male,Undergraduate,200,48.0,53.2,50.9,53.2,2.63,20.3,65.9,63.9,Low,None,50.6,Average
Tunde Chukwu,STU/2023/1210,19,Male,Postgraduate,200,66.9,40.4,18.6,43.3,3.84,26.1,80.1,30.5,Medium,2+ Activities,41.4,Pass
Musa Garba,STU/2021/1211,16,Female,Undergraduate,400,82.6,48.5,46.3,67.5,1.97,1.9,77.6,50.1,Medium,1 Activity,51.6,Average
Fatima Fashola,STU/2018/1212,27,Male,Undergraduate,300,59.9,45.2,88.2,78.8,3.06,10.6,89.9,78.8,High,2+ Activities,64.5,Good
Grace Nwosu,STU/2021/1213,16,Male,Undergraduate,300,87.8,65.1,47.0,63.8,2.91,23.8,98.7,42.9,Medium,2+ Activities,66.8,Good
Aisha Mohammed,STU/2023/1214,25,Male,HND,400,58.1,28.3,18.3,94.2,1.64,0.0,78.9,40.9,Low,2+ Activities,37.1,Poor
Mercy Abubakar,STU/2020/1215,29,Male,Undergraduate,400,60.6,68.7,71.3,95.2,2.96,4.6,42.4,57.1,Medium,None,57.3,Average
Oluwaseun Lawal,STU/2021/1216,21,Female,Undergraduate,200,53.2,55.9,36.4,70.2,2.48,9.1,59.2,69.4,Medium,None,55.5,Average
Ibrahim Okonkwo,STU/2020/1217,20,Male,Postgraduate,300,84.3,71.2,59.3,76.9,4.27,30.4,0.0,45.4,Medium,2+ Activities,63.3,Good
Bello Nwosu,STU/2019/1218,29,Male,Undergraduate,400,71.0,45.0,51.6,49.7,2.63,6.2,70.9,67.8,High,1 Activity,52.2,Average
Vivian Anikulapo,STU/2020/1219,26,Female,Undergraduate,500,54.4,41.8,90.2,58.9,3.32,,58.7,60.7,Low,None,60.4,Good
Rasheed Adeyemi,STU/2018/1220,19,Female,HND,400,64.9,50.7,51.6,86.6,1.89,13.8,94.9,63.1,High,2+ Activities,54.7,Average
Ahmed Okafor,STU/2023/1221,28,Female,Undergraduate,200,16.7,50.2,32.1,55.2,3.21,4.8,36.4,11.9,Low,None,34.9,Poor
Chukwuemeka Eze,STU/2022/1222,26,Male,Undergraduate,100,,72.5,45.6,90.3,2.63,36.4,67.9,60.3,High,1 Activity,71.1,Good
Chiamaka Suleiman,STU/2022/1223,18,Male,Undergraduate,200,,72.3,30.4,83.9,2.3,15.6,29.9,55.0,High,2+ Activities,57.5,Average
Kayode Anikulapo,STU/2021/1224,16,Female,Undergraduate,400,28.7,92.3,50.8,77.8,5.0,17.0,52.2,67.8,Medium,2+ Activities,65.6,Good
Kayode Nwachukwu,STU/2023/1225,21,Female,Undergraduate,200,45.8,49.1,90.4,45.1,2.68,18.3,14.1,46.9,Medium,None,51.9,Average
