full_name,matric_number,age,gender,program,level,attendance_pct,test_scores,exam_scores,assignment_scores,gpa,study_hours_per_week,lms_activity,past_academic_record,class_participation,extracurricular,performance_score,performance_category,study_bucket,score_composite,engagement_index,academic_consistency,class_participation_enc,extracurricular_enc,gender_enc,level_enc
Loveth Okonkwo,STU/2020/0919,16,Female,Postgraduate,300,85.5,53.0,57.0,76.8,3.71,18.0,71.3,67.1,Low,1 Activity,63.9,Good,"(15, 20]",60.55,67.3,0.889,0,1.0,1,3
Adaeze Lawal,STU/2020/0920,20,Female,Undergraduate,400,99.9,51.9,50.7,76.9,1.24,15.3,64.4,61.1,Medium,1 Activity,62.0,Good,"(15, 20]",57.67,67.27,0.929,1,1.0,1,4
Mary Bello,STU/2019/0921,22,Male,Postgraduate,400,58.8,45.9,18.8,89.2,1.71,13.0,33.1,55.0,Low,,40.0,Pass,"(10, 15]",45.88,38.52,0.819,0,,0,4
Biodun Okeke,STU/2021/0922,21,Female,Undergraduate,400,42.2,60.4,100.0,67.8,0.91,6.1,23.4,85.4,Medium,1 Activity,50.3,Average,"(5, 10]",78.09,26.39,0.904,1,1.0,1,4
Mercy Danjuma,STU/2022/0923,27,Male,Undergraduate,200,66.1,52.3,69.6,36.8,1.95,14.1,58.3,24.6,Medium,2+ Activities,43.3,Pass,"(10, 15]",55.34,53.68,2.162,1,2.0,0,2
Sola Lawal,STU/2020/0924,16,Male,Undergraduate,200,55.1,29.3,35.4,79.6,4.67,13.9,72.9,65.9,Medium,,58.5,Average,"(10, 15]",44.32,57.61,0.662,1,,0,2
Usman Nwachukwu,STU/2019/0925,20,Female,Undergraduate,400,60.3,58.6,59.6,87.9,2.98,13.8,68.0,58.7,High,,64.4,Good,"(10, 15]",66.32,56.69,1.111,2,,1,4
Emeka Abubakar,STU/2022/0926,20,Male,Undergraduate,200,83.0,55.9,28.1,100.0,2.35,18.3,29.5,34.9,High,1 Activity,53.6,Average,"(15, 20]",55.8,45.75,1.554,2,1.0,0,2
Bello Nwachukwu,STU/2022/0927,21,Female,Undergraduate,100,71.1,29.6,45.1,89.7,3.7,14.2,35.1,92.3,High,1 Activity,57.6,Average,,50.82,43.61,0.545,2,1.0,1,1
Fatima Okeke,STU/2022/0928,18,Male,Undergraduate,400,57.1,47.4,25.4,56.7,3.83,12.0,71.7,6.2,High,1 Activity,51.9,Average,"(10, 15]",40.92,56.98,5.683,2,1.0,0,4
Ahmed Nwosu,STU/2018/0929,20,Female,Undergraduate,400,82.6,68.7,54.0,68.2,1.9,6.0,56.8,62.4,High,1 Activity,56.4,Average,"(5, 10]",62.69,55.18,0.989,2,1.0,1,4
Usman Garba,STU/2020/0930,22,Female,Undergraduate,200,84.0,37.5,23.4,60.4,5.0,24.9,81.5,70.6,High,1 Activity,50.4,Average,"(20, 25]",37.58,74.25,0.525,2,1.0,1,2
Lanre Okonkwo,STU/2018/0931,20,Female,Undergraduate,100,65.9,35.6,62.8,58.1,3.25,29.9,46.9,40.5,High,,47.4,Pass,"(25, 30]",52.1,53.19,1.255,2,,1,1
Rasheed Mohammed,STU/2018/0932,20,Female,HND,200,74.5,52.2,68.6,63.1,3.36,28.0,73.5,65.5,Medium,2+ Activities,59.0,Average,"(25, 30]",61.48,68.43,0.925,1,2.0,1,2
Nkechi Chukwu,STU/2020/0933,20,Female,HND,400,81.4,69.2,38.5,86.9,3.45,19.6,54.0,55.5,Low,,61.1,Good,"(15, 20]",61.34,57.95,1.086,0,,1,4
Fatima Onwudiwe,STU/2021/0934,25,Male,Undergraduate,500,79.7,90.6,58.2,38.0,3.45,0.6,36.9,79.8,Low,1 Activity,55.1,Average,"(0, 5]",64.49,42.56,0.798,0,1.0,0,5
Ngozi Onwudiwe,STU/2023/0935,25,Male,Undergraduate,100,72.7,69.9,37.4,48.0,2.44,0.0,78.2,100.0,High,1 Activity,57.5,Average,,51.42,60.91,0.509,2,1.0,0,1
Babatunde Eze,STU/2019/0936,18,Male,Undergraduate,100,97.8,77.5,65.2,85.7,4.9,9.6,30.2,66.8,Medium,2+ Activities,67.6,Good,"(5, 10]",74.63,47.64,1.101,1,2.0,0,1
Segun Onyekwere,STU/2023/0937,16,Female,HND,400,82.5,64.2,41.2,89.7,2.74,13.6,56.9,72.1,High,2+ Activities,58.5,Average,"(10, 15]",61.38,57.73,0.84,2,2.0,1,4
Sola Ibrahim,STU/2023/0938,20,Male,Undergraduate,200,63.9,45.7,70.8,53.8,3.86,13.2,59.4,40.5,Medium,1 Activity,49.7,Pass,"(10, 15]",57.76,53.27,1.392,1,1.0,0,2
Adaeze Suleiman,STU/2023/0939,29,Female,Undergraduate,300,64.0,69.7,18.8,93.1,2.57,15.6,52.0,64.3,Medium,1 Activity,52.3,Average,"(15, 20]",55.19,50.4,0.845,1,1.0,1,3
Lanre Bello,STU/2023/0940,24,Male,Undergraduate,500,62.0,56.5,34.9,81.6,2.41,2.9,79.8,52.5,Medium,,51.5,Average,"(0, 5]",54.14,59.47,1.012,1,,0,5
Ruth Abubakar,STU/2020/0941,29,Male,Undergraduate,100,83.4,64.8,32.8,60.4,4.71,26.9,69.3,75.6,High,,66.9,Good,"(25, 30]",50.9,68.64,0.664,2,,0,1
Ibrahim Okeke,STU/2023/0942,16,Female,Undergraduate,300,60.8,41.0,59.1,23.6,2.9,26.0,66.3,31.5,Low,2+ Activities,48.3,Pass,"(25, 30]",43.89,60.06,1.35,0,2.0,1,3
Segun Nwachukwu,STU/2019/0943,18,Male,Postgraduate,100,64.4,66.4,66.1,36.6,2.97,3.5,56.7,38.5,High,2+ Activities,57.4,Average,"(0, 5]",58.83,48.84,1.489,2,2.0,0,1
Abdul Chukwu,STU/2021/0944,28,Male,Undergraduate,200,91.0,55.8,60.6,53.8,3.26,0.0,100.0,83.6,High,2+ Activities,66.0,Good,,57.22,77.3,0.676,2,2.0,0,2
Amina Aliyu,STU/2020/0945,28,Male,Undergraduate,400,75.4,62.2,44.8,77.9,5.0,13.3,91.6,64.2,Medium,,67.0,Good,"(10, 15]",59.16,72.85,0.907,1,,0,4
Chidinma Abubakar,STU/2023/0946,19,Female,Undergraduate,200,93.6,56.5,0.0,78.0,4.95,24.1,78.0,86.5,Medium,1 Activity,55.9,Average,"(20, 25]",39.28,75.11,0.449,1,1.0,1,2
Chioma Ofili,STU/2022/0947,29,Female,Undergraduate,500,86.4,53.0,55.8,57.1,4.16,13.7,73.9,67.3,Low,1 Activity,62.3,Good,"(10, 15]",55.14,67.44,0.807,0,1.0,1,5
Oluwaseun Okeke,STU/2020/0948,16,Male,HND,300,50.8,66.7,70.8,61.1,5.0,16.1,39.9,70.2,Low,1 Activity,69.2,Good,"(15, 20]",66.94,40.56,0.94,0,1.0,0,3
Gbenga Okeke,STU/2021/0949,16,Male,Undergraduate,200,70.2,50.7,100.0,64.4,2.15,10.5,53.8,53.8,Medium,1 Activity,59.9,Average,"(10, 15]",73.84,51.46,1.347,1,1.0,0,2
Mercy Adeleke,STU/2023/0950,23,Male,Postgraduate,100,89.8,29.4,46.5,61.3,3.59,15.2,70.9,56.1,Low,2+ Activities,56.4,Average,"(15, 20]",44.22,67.46,0.774,0,2.0,0,1
Usman Lawal,STU/2018/0951,17,Female,Undergraduate,200,50.0,24.3,41.7,67.8,3.07,21.6,81.3,79.3,Low,1 Activity,51.0,Average,"(20, 25]",42.14,62.85,0.525,0,1.0,1,2
Ifeoma Abubakar,STU/2020/0952,27,Female,Undergraduate,200,79.6,61.3,61.4,64.5,1.41,17.3,77.3,57.1,High,,55.6,Average,"(15, 20]",62.14,68.3,1.07,2,,1,2
Ike Abubakar,STU/2022/0953,23,Male,HND,100,71.3,50.0,49.9,36.5,3.42,18.6,69.5,83.7,Medium,,57.0,Average,"(15, 20]",46.58,62.34,0.55,1,,0,1
Tunde Nwachukwu,STU/2020/0954,22,Male,Undergraduate,200,40.4,26.9,80.5,61.5,2.56,0.7,100.0,57.8,Medium,,49.7,Pass,"(0, 5]",56.99,62.35,0.969,1,,0,2
Ngozi Onyekwere,STU/2018/0955,25,Male,HND,200,74.2,59.9,38.8,64.6,4.38,31.1,51.6,36.4,Low,1 Activity,60.4,Good,"(30, 35]",52.64,58.43,1.407,0,1.0,0,2
Amina Suleiman,STU/2020/0956,25,Female,Undergraduate,400,56.9,56.3,50.0,81.8,2.64,0.8,80.3,34.6,High,,53.3,Average,"(0, 5]",60.16,57.49,1.69,2,,1,4
Chukwuemeka Onwudiwe,STU/2022/0957,17,Female,HND,300,51.0,49.0,72.5,50.9,2.59,15.3,56.5,56.6,High,,54.8,Average,"(15, 20]",58.88,48.65,1.022,2,,1,3
Ike Obi,STU/2021/0958,21,Male,Undergraduate,400,72.2,62.4,61.2,68.5,4.38,12.8,66.1,78.3,Medium,1 Activity,68.4,Good,"(10, 15]",63.45,58.98,0.8,1,1.0,0,4
Tunde Obi,STU/2022/0959,21,Male,Undergraduate,100,37.2,81.7,78.2,74.6,2.94,13.1,67.0,46.7,High,2+ Activities,56.4,Average,"(10, 15]",78.53,49.03,1.646,2,2.0,0,1
Bello Lawal,STU/2021/0960,18,Male,Postgraduate,100,59.9,81.1,46.3,62.5,4.05,14.2,66.5,74.6,High,2+ Activities,66.3,Good,,62.53,55.95,0.827,2,2.0,0,1
Ruth Lawal,STU/2022/0961,26,Female,HND,300,100.0,60.6,80.3,35.2,3.38,8.3,37.3,62.0,Medium,,63.0,Good,"(5, 10]",62.13,51.42,0.986,1,,1,3
Nkechi Chukwu,STU/2019/0962,17,Male,HND,200,83.7,56.5,21.7,82.2,3.39,10.5,65.0,72.1,Medium,,52.9,Average,"(10, 15]",49.0,61.11,0.67,1,,0,2
Ahmed Ibrahim,STU/2020/0963,27,Female,Postgraduate,100,71.4,60.8,22.5,77.7,2.78,4.8,73.7,54.2,Low,,48.7,Pass,"(0, 5]",49.7,59.87,0.9,0,,1,1
Grace Ibrahim,STU/2020/0964,16,Female,HND,400,97.3,63.6,80.6,68.9,3.45,23.0,63.0,63.7,Low,2+ Activities,65.7,Good,"(20, 25]",71.72,68.36,1.109,0,2.0,1,4
Chidinma Onyekwere,STU/2018/0965,21,Male,Undergraduate,400,54.1,53.2,55.1,65.7,2.88,16.1,56.5,78.8,Low,1 Activity,48.2,Pass,"(15, 20]",57.09,49.85,0.715,0,1.0,0,4
Emeka Obi,STU/2019/0966,27,Male,Undergraduate,300,62.0,61.1,73.4,34.7,2.28,19.1,15.3,59.7,Low,,51.7,Average,"(15, 20]",59.42,32.62,0.979,0,,0,3
Nkechi Onyekwere,STU/2018/0967,20,Male,Undergraduate,100,51.3,29.7,57.0,78.2,2.91,20.5,34.5,49.5,Low,2+ Activities,61.1,Good,"(20, 25]",52.74,39.47,1.044,0,2.0,0,1
Aisha Nwachukwu,STU/2020/0968,29,Female,Undergraduate,400,76.6,59.5,54.9,90.3,4.16,29.9,52.2,23.6,High,1 Activity,68.6,Good,"(25, 30]",65.36,59.05,2.657,2,1.0,1,4
Ahmed Lawal,STU/2018/0969,29,Female,Undergraduate,300,96.6,66.6,28.4,46.1,3.48,28.5,35.9,70.8,Low,2+ Activities,52.3,Average,"(25, 30]",46.19,56.43,0.643,0,2.0,1,3
Loveth Eze,STU/2021/0970,26,Female,Undergraduate,400,54.0,49.2,54.5,87.9,3.69,16.6,71.1,44.6,High,,62.4,Good,"(15, 20]",61.0,57.28,1.338,2,,1,4
Ibrahim Abubakar,STU/2019/0971,24,Female,Undergraduate,400,34.9,56.3,82.2,84.2,3.0,15.3,84.8,49.6,Medium,1 Activity,64.4,Good,"(15, 20]",73.64,57.97,1.455,1,1.0,1,4
Chioma Okafor,STU/2022/0972,16,Male,Undergraduate,400,91.6,38.0,56.1,45.6,1.26,9.7,88.3,38.6,Low,1 Activity,41.2,Pass,"(5, 10]",47.14,74.86,1.19,0,1.0,0,4
Ruth Bello,STU/2021/0973,22,Female,Undergraduate,300,100.0,35.5,68.6,58.3,1.9,20.0,63.4,55.4,Medium,2+ Activities,55.3,Average,"(15, 20]",54.44,68.37,0.965,1,2.0,1,3
Aisha Suleiman,STU/2023/0974,20,Female,Undergraduate,100,36.1,61.8,68.1,41.3,2.74,19.7,82.1,100.0,Low,2+ Activities,54.9,Average,"(15, 20]",59.19,58.45,0.586,0,2.0,1,1
Chukwuemeka Adeleke,STU/2022/0975,20,Male,Undergraduate,300,80.3,44.9,34.7,63.9,1.98,8.2,40.9,67.0,High,1 Activity,48.3,Pass,"(5, 10]",45.57,47.27,0.67,2,1.0,0,3
Anthonia Danjuma,STU/2018/0976,29,Female,Postgraduate,300,76.1,26.0,72.1,72.6,2.53,19.8,51.2,47.1,High,,55.0,Average,"(15, 20]",56.09,55.03,1.166,2,,1,3
Amina Aliyu,STU/2020/0977,17,Female,Postgraduate,400,57.8,38.0,48.7,42.6,2.5,22.1,25.8,50.9,Low,1 Activity,44.5,Pass,"(20, 25]",43.43,37.61,0.837,0,1.0,1,4
Wale Chukwu,STU/2021/0978,26,Female,Undergraduate,100,46.9,40.6,49.8,71.6,2.52,5.0,85.2,31.2,High,2+ Activities,46.3,Pass,"(0, 5]",52.03,58.34,1.616,2,2.0,1,1
Usman Lawal,STU/2019/0979,18,Female,Undergraduate,100,89.9,71.9,97.0,75.9,4.29,15.5,100.0,37.4,Medium,1 Activity,75.9,Excellent,"(15, 20]",82.94,82.14,2.16,1,1.0,1,1
Precious Nwachukwu,STU/2022/0980,22,Female,Undergraduate,400,75.2,61.2,66.9,76.1,2.95,13.5,46.3,34.2,Low,2+ Activities,59.0,Average,"(10, 15]",67.21,50.21,1.909,0,2.0,1,4
Nkechi Bakare,STU/2023/0981,21,Female,Undergraduate,400,76.6,42.3,42.2,72.7,3.84,14.0,0.7,65.4,Medium,1 Activity,57.2,Average,"(10, 15]",49.86,28.0,0.751,1,1.0,1,4
Aisha Fashola,STU/2021/0982,27,Male,Undergraduate,500,60.8,47.4,56.3,44.1,3.15,6.4,31.1,68.9,Medium,1 Activity,46.4,Pass,"(5, 10]",50.14,35.92,0.717,1,1.0,0,5
Biodun Garba,STU/2020/0983,17,Male,Undergraduate,400,57.6,81.6,55.7,62.9,4.27,0.0,38.7,61.6,Low,1 Activity,58.5,Average,,66.56,36.63,1.063,0,1.0,0,4
Ahmed Aliyu,STU/2019/0984,21,Female,Undergraduate,300,27.8,74.8,88.7,71.0,3.92,8.0,21.8,67.4,High,1 Activity,61.6,Good,"(5, 10]",79.41,21.91,1.161,2,1.0,1,3
Nkechi Ibrahim,STU/2019/0985,17,Male,Undergraduate,300,67.9,37.9,55.8,89.8,2.47,6.8,29.2,44.7,Low,2+ Activities,58.3,Average,"(5, 10]",58.04,37.24,1.27,0,2.0,0,3
Nkechi Onyekwere,STU/2022/0986,17,Male,HND,400,97.9,78.9,99.2,65.0,4.77,16.8,60.1,37.0,Medium,1 Activity,80.1,Excellent,"(15, 20]",83.55,65.02,2.199,1,1.0,0,4
Femi Adeleke,STU/2021/0987,17,Male,HND,300,56.0,56.5,29.1,72.2,2.59,17.0,71.5,36.9,Low,1 Activity,45.6,Pass,"(15, 20]",49.46,58.22,1.305,0,1.0,0,3
Joy Adeyemi,STU/2021/0988,29,Male,Undergraduate,300,71.4,72.4,54.4,49.2,3.18,16.5,3.4,36.0,High,,52.3,Average,"(15, 20]",59.4,28.62,1.605,2,,0,3
Dauda Adeleke,STU/2019/0989,26,Female,Undergraduate,100,79.8,55.1,39.7,45.4,3.34,2.8,41.7,67.2,High,,46.4,Pass,"(0, 5]",46.52,45.72,0.682,2,,1,1
Babatunde Onwudiwe,STU/2018/0990,18,Female,Undergraduate,200,83.2,79.3,45.1,43.2,3.44,14.2,55.9,100.0,Low,2+ Activities,59.5,Average,,56.6,57.64,0.56,0,2.0,1,2
Abdul Danjuma,STU/2019/0991,17,Male,Undergraduate,400,61.5,37.1,45.5,57.9,3.72,9.1,56.5,39.1,Medium,,52.9,Average,"(5, 10]",45.66,49.73,1.139,1,,0,4
Babatunde Garba,STU/2020/0992,19,Male,HND,200,65.7,53.4,40.8,100.0,2.32,14.2,60.9,53.2,Low,2+ Activities,48.0,Pass,"(10, 15]",60.01,54.89,1.107,0,2.0,0,2
Vivian Onwudiwe,STU/2021/0993,24,Male,Undergraduate,100,76.8,79.9,89.6,58.2,3.64,11.3,52.1,64.1,High,1 Activity,65.4,Good,"(10, 15]",78.35,52.86,1.204,2,1.0,0,1
Nkechi Eze,STU/2022/0994,21,Female,Postgraduate,200,69.2,14.9,83.5,71.2,3.52,16.5,43.8,54.4,Low,2+ Activities,56.8,Average,"(15, 20]",56.41,48.16,1.018,0,2.0,1,2
Yusuf Onyekwere,STU/2021/0995,16,Female,Undergraduate,100,90.0,57.2,63.1,74.5,3.0,21.8,33.4,66.7,High,2+ Activities,61.6,Good,"(20, 25]",63.89,50.97,0.944,2,2.0,1,1
Usman Chukwu,STU/2019/0996,23,Male,HND,100,100.0,50.9,45.5,46.4,2.83,6.0,61.8,48.5,High,1 Activity,54.3,Average,"(5, 10]",47.62,62.9,0.962,2,1.0,0,1
Tunde Danjuma,STU/2020/0997,27,Female,Undergraduate,200,41.2,70.3,41.3,57.6,2.27,6.3,35.9,46.4,Medium,2+ Activities,47.0,Pass,"(5, 10]",55.52,32.41,1.171,1,2.0,1,2
Mercy Okafor,STU/2018/0998,29,Female,Postgraduate,500,94.1,77.3,69.8,75.6,3.43,15.1,11.7,56.4,Low,,58.4,Average,"(15, 20]",73.88,39.11,1.287,0,,1,5
Joy Bakare,STU/2021/0999,22,Female,Undergraduate,300,73.9,71.1,61.0,72.3,2.41,13.3,55.6,66.5,Medium,1 Activity,62.9,Good,"(10, 15]",67.36,54.4,0.998,1,1.0,1,3
Tunde Okonkwo,STU/2019/1000,25,Female,Undergraduate,100,97.0,62.3,52.1,31.1,3.21,19.9,24.0,85.6,Medium,2+ Activities,50.8,Average,"(15, 20]",50.42,47.73,0.582,1,2.0,1,1
Chioma Adeyemi,STU/2023/1001,18,Male,Undergraduate,100,85.0,58.7,65.8,75.1,2.91,14.1,13.8,67.5,Medium,,60.2,Good,"(10, 15]",65.64,37.1,0.958,1,,0,1
Ruth Aliyu,STU/2019/1002,16,Female,Undergraduate,300,71.4,51.8,72.8,55.6,1.8,27.9,58.2,55.0,Medium,1 Activity,54.8,Average,"(25, 30]",61.15,59.82,1.092,1,1.0,1,3
Stella Ibrahim,STU/2019/1003,20,Male,HND,200,85.7,61.8,51.9,56.1,2.16,1.3,50.9,76.6,Medium,2+ Activities,63.8,Good,"(0, 5]",56.42,51.59,0.727,1,2.0,0,2
Mary Ibrahim,STU/2020/1004,28,Female,HND,400,64.9,84.3,39.3,71.9,3.36,20.7,33.3,80.0,Medium,2+ Activities,60.1,Good,"(20, 25]",63.2,43.02,0.78,1,2.0,1,4
Stella Danjuma,STU/2019/1005,19,Female,HND,300,58.1,43.1,28.6,90.9,2.53,15.6,60.7,53.9,High,,51.8,Average,"(15, 20]",49.25,52.98,0.897,2,,1,3
Kola Mohammed,STU/2019/1006,25,Female,Undergraduate,400,86.6,50.8,60.0,61.6,2.5,2.8,56.5,57.1,Low,1 Activity,57.1,Average,"(0, 5]",57.18,55.16,0.984,0,1.0,1,4
Aisha Onyekwere,STU/2019/1007,23,Female,Postgraduate,200,56.8,56.6,98.3,85.0,2.31,0.0,61.0,51.5,Medium,,63.6,Good,,80.38,47.54,1.531,1,,1,2
Abdul Okonkwo,STU/2021/1008,16,Male,Undergraduate,300,83.6,76.0,32.8,40.5,2.34,5.0,60.1,76.4,High,1 Activity,51.9,Average,"(0, 5]",49.84,56.8,0.644,2,1.0,0,3
Sola Garba,STU/2019/1009,25,Female,Undergraduate,200,72.6,62.0,77.0,67.2,4.48,23.7,14.9,61.5,Low,1 Activity,60.9,Good,"(20, 25]",69.3,37.13,1.109,0,1.0,1,2
Ifeoma Aliyu,STU/2020/1010,16,Female,Undergraduate,500,30.1,75.7,41.5,55.8,1.99,22.8,87.3,31.9,Medium,1 Activity,49.7,Pass,"(20, 25]",57.04,60.28,1.734,1,1.0,1,5
Halima Anikulapo,STU/2023/1011,27,Female,Undergraduate,300,61.7,76.6,45.5,69.8,4.33,13.0,68.9,68.1,High,1 Activity,55.8,Average,"(10, 15]",62.46,57.29,0.904,2,1.0,1,3
Abdul Nwosu,STU/2021/1012,19,Male,Undergraduate,200,78.0,68.7,73.3,60.0,2.7,11.1,31.2,89.8,Medium,,62.5,Good,"(10, 15]",68.36,42.7,0.753,1,,0,2
Amina Aliyu,STU/2023/1013,23,Male,Undergraduate,200,64.7,38.8,49.9,42.2,2.41,7.2,54.7,91.4,Low,,57.4,Average,"(5, 10]",44.09,49.16,0.477,0,,0,2
Segun Onyekwere,STU/2019/1014,20,Male,Undergraduate,100,26.2,87.9,60.0,49.9,3.35,12.5,59.5,50.4,Low,,55.8,Average,"(10, 15]",67.24,41.78,1.308,0,,0,1
Usman Adeleke,STU/2018/1015,17,Female,Postgraduate,300,95.8,83.4,59.6,37.1,3.05,10.2,54.0,46.1,Medium,1 Activity,61.5,Good,"(10, 15]",62.3,59.14,1.323,1,1.0,1,3
Joy Nwachukwu,STU/2023/1016,21,Female,Undergraduate,100,75.0,59.1,41.5,42.8,2.82,27.7,99.8,98.0,Low,2+ Activities,50.7,Average,"(25, 30]",47.98,81.63,0.485,0,2.0,1,1
Emeka Anikulapo,STU/2020/1017,20,Male,Undergraduate,300,80.0,33.1,72.9,73.2,3.2,4.1,6.4,91.3,High,,52.7,Average,"(0, 5]",59.04,28.57,0.64,2,,0,3
Uche Okeke,STU/2018/1018,17,Male,Undergraduate,200,71.4,29.9,53.8,60.7,3.03,17.1,18.1,69.3,Medium,,51.7,Average,"(15, 20]",47.16,36.17,0.671,1,,0,2
Chiamaka Adeyemi,STU/2020/1019,28,Female,Undergraduate,300,81.6,62.6,27.2,68.9,2.81,28.1,0.0,25.8,Low,1 Activity,44.2,Pass,"(25, 30]",50.02,33.85,1.866,0,1.0,1,3
Uche Aliyu,STU/2018/1020,29,Female,Undergraduate,400,100.0,45.4,37.2,95.9,3.84,20.2,57.0,47.9,High,1 Activity,59.7,Average,"(20, 25]",54.74,65.23,1.119,2,1.0,1,4
Tunde Suleiman,STU/2019/1021,26,Female,Undergraduate,400,58.8,27.1,0.0,60.0,1.7,5.0,68.6,38.1,Medium,,34.9,Poor,"(0, 5]",24.48,53.61,0.626,1,,1,4
Mercy Garba,STU/2018/1022,26,Female,Undergraduate,400,100.0,29.6,56.0,75.8,2.18,1.7,64.0,96.2,Low,,57.2,Average,"(0, 5]",51.71,62.57,0.532,0,,1,4
Blessing Bakare,STU/2023/1023,26,Male,Undergraduate,100,79.2,49.5,81.1,65.5,2.29,16.2,47.8,29.5,Medium,,57.3,Average,"(15, 20]",66.14,53.06,2.169,1,,0,1
Bello Lawal,STU/2018/1024,18,Male,Undergraduate,100,56.4,61.5,34.1,100.0,2.05,15.2,65.2,96.1,Low,1 Activity,56.2,Average,"(15, 20]",60.16,54.59,0.62,0,1.0,0,1
Mercy Anikulapo,STU/2020/1025,24,Female,Postgraduate,300,100.0,83.3,66.7,13.7,3.08,23.9,47.6,57.9,High,,61.2,Good,"(20, 25]",59.26,61.77,1.006,2,,1,3
Ibrahim Okonkwo,STU/2019/1026,22,Female,Undergraduate,200,79.0,66.7,63.6,52.8,3.45,18.4,73.5,36.0,Medium,1 Activity,56.3,Average,"(15, 20]",61.98,66.58,1.675,1,1.0,1,2
Ahmed Onyekwere,STU/2020/1027,22,Female,Undergraduate,200,84.2,51.1,40.0,76.1,1.23,10.1,82.7,79.7,High,1 Activity,53.2,Average,"(10, 15]",52.91,69.98,0.656,2,1.0,1,2
Ifeoma Mohammed,STU/2019/1028,26,Female,Postgraduate,100,67.2,64.8,85.7,52.2,2.57,9.6,31.7,72.6,Medium,1 Activity,60.1,Good,"(5, 10]",70.01,39.21,0.951,1,1.0,1,1
Lanre Garba,STU/2023/1029,21,Female,Undergraduate,200,57.7,63.2,49.5,74.6,2.71,3.6,47.8,34.7,High,,52.7,Average,"(0, 5]",60.57,42.41,1.697,2,,1,2
Ruth Chukwu,STU/2022/1030,23,Male,Undergraduate,100,75.0,71.3,95.2,64.0,2.74,15.0,56.5,59.5,Low,1 Activity,58.4,Average,"(10, 15]",79.04,55.75,1.306,0,1.0,0,1
Gbemi Nwosu,STU/2021/1031,19,Male,HND,400,100.0,57.3,22.3,79.7,1.84,2.8,90.6,87.5,High,1 Activity,61.1,Good,"(0, 5]",48.9,76.23,0.553,2,1.0,0,4
Aisha Ofili,STU/2023/1032,23,Male,Undergraduate,100,66.4,76.7,49.6,45.8,2.72,21.3,34.7,51.8,High,2+ Activities,51.1,Average,"(20, 25]",58.14,44.37,1.101,2,2.0,0,1
Chiamaka Obi,STU/2023/1033,19,Male,Undergraduate,300,71.5,72.8,52.0,67.9,2.18,18.7,82.4,93.6,Medium,,60.5,Good,"(15, 20]",63.26,68.88,0.669,1,,0,3
Lanre Suleiman,STU/2021/1034,23,Female,Undergraduate,100,71.4,59.5,54.2,72.9,2.7,14.2,18.3,45.1,High,1 Activity,60.3,Good,,60.73,35.3,1.317,2,1.0,1,1
Ike Chukwu,STU/2020/1035,24,Female,Undergraduate,300,66.6,55.9,69.3,67.2,1.45,3.4,86.1,27.6,High,1 Activity,52.8,Average,"(0, 5]",64.08,64.16,2.241,2,1.0,1,3
Chidinma Anikulapo,STU/2023/1036,18,Male,Undergraduate,200,81.2,74.6,100.0,67.5,2.71,12.8,76.3,60.9,High,,71.9,Good,"(10, 15]",82.98,66.78,1.341,2,,0,2
Sola Adeleke,STU/2019/1037,18,Male,Undergraduate,400,87.8,45.2,64.1,85.4,2.35,10.9,51.1,30.8,Medium,2+ Activities,55.2,Average,"(10, 15]",62.81,55.52,1.975,1,2.0,0,4
Femi Chukwu,STU/2018/1038,26,Female,Undergraduate,400,68.5,30.9,55.5,36.4,2.76,14.2,77.9,62.5,Medium,1 Activity,57.0,Average,,42.12,64.23,0.663,1,1.0,1,4
Sandra Aliyu,STU/2023/1039,28,Male,Undergraduate,200,71.4,30.8,33.1,67.1,3.27,18.2,42.5,60.1,High,1 Activity,48.9,Pass,"(15, 20]",40.8,48.74,0.668,2,1.0,0,2
Musa Ibrahim,STU/2021/1040,17,Female,Undergraduate,500,83.9,43.7,17.2,44.4,2.96,9.9,56.5,44.8,High,,46.3,Pass,"(5, 10]",33.28,56.72,0.727,2,,1,5
Nkechi Bello,STU/2023/1041,28,Female,Undergraduate,500,64.8,69.9,78.4,77.9,3.71,10.2,97.7,97.6,Medium,,65.5,Good,"(10, 15]",75.3,71.69,0.764,1,,1,5
Ike Anikulapo,STU/2020/1042,25,Female,Undergraduate,400,86.7,50.4,44.1,50.8,2.68,19.4,41.5,59.9,High,1 Activity,55.6,Average,"(15, 20]",47.98,53.23,0.788,2,1.0,1,4
Oluwaseun Anikulapo,STU/2020/1043,18,Male,Undergraduate,400,62.2,61.7,100.0,23.0,3.56,5.0,71.9,77.3,Low,,57.2,Average,"(0, 5]",67.34,56.28,0.86,0,,0,4
Lanre Anikulapo,STU/2020/1044,18,Male,Undergraduate,100,59.8,49.1,72.4,78.3,4.01,8.0,82.7,78.6,High,1 Activity,58.9,Average,"(5, 10]",65.72,61.96,0.826,2,1.0,0,1
Halima Okafor,STU/2019/1045,20,Female,HND,300,44.5,49.2,61.8,60.4,3.25,14.0,75.2,95.2,Low,1 Activity,51.2,Average,"(10, 15]",57.04,55.62,0.593,0,1.0,1,3
Gbemi Adeleke,STU/2023/1046,20,Female,Undergraduate,100,62.9,39.5,62.9,71.1,2.98,21.2,70.0,35.8,Low,1 Activity,51.8,Average,"(20, 25]",56.76,60.94,1.542,0,1.0,1,1
